timestamp,actual_temp,estimate,delta,base_pwm,trend_pwm,fan_pwm,status,cpu_load,ambient_temp
02:22:53,53.875,51.766826988515284,-2.108173011484716,50,-4,46,NORMAL ↓,2.6,26.125
02:22:54,53.625,51.283343973257395,-2.341656026742605,50,-4,46,NORMAL ↓,1.9,26.125
02:22:55,53.25,51.22301716899873,-2.02698283100127,50,-4,46,NORMAL ↓,2.1,26.125
02:22:56,53.125,51.18872160230105,-1.936278397698949,50,-3,47,NORMAL ↓,2.1,26.125
02:22:57,52.875,51.22077685736271,-1.6542231426372922,50,-3,47,NORMAL ↓,2.3,26.125
02:22:58,52.75,51.17254145168006,-1.5774585483199388,50,-3,47,NORMAL ↓,2.3,26.125
02:22:59,52.5,51.14966553989801,-1.3503344601019904,50,-2,48,NORMAL ↓,2.1,26.0625
02:23:00,52.25,51.223615295659634,-1.0263847043403658,50,-2,48,NORMAL ↓,2.1,26.0625
02:23:01,54.875,51.223615295659634,-3.6513847043403658,50,-7,43,NORMAL ↓,2.1,26.0625
02:23:02,54.5,51.22738999982744,-3.2726100001725626,50,-6,44,NORMAL ↓,3.8,26.0625
02:23:03,54.125,51.544134138464806,-2.5808658615351945,50,-5,45,NORMAL ↓,2.4,26.0625
